"","Chirsutav12","pval","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","X","Athaliana","Chir_length","Ath_length","TF","TF_family","Gene_code_name","Gene_functions"
"14669","Chir06Ox-b17250.23",2.668371e-77,2.046516,0.682,0.152,5.246017e-73,"16","Chir06Ox-b17250.2",NA,NA,NA,NA,NA,NA,NA,NA
"14670","Chir08Ox-b21160.2",1.468967e-76,0.5741263,0.45,0.071,2.88799e-72,"16","Chir08Ox-b21160.2",19757,"AT5G58900",2621,2410,"Yes","MYB_related","AT5G58900.1","carbohydrate derivative metabolic process, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, response to red light, small molecule metabolic process, transcription cis-regulatory region binding"
"14671","Chir04Ox-b08700.23",2.073577e-76,1.300488,0.914,0.252,4.076652e-72,"16","Chir04Ox-b08700.2",NA,NA,NA,NA,NA,NA,NA,NA
"14672","Chir07Ox-b17440.21",1.632032e-75,0.5845905,0.49,0.084,3.208574e-71,"16","Chir07Ox-b17440.2",NA,NA,NA,NA,NA,NA,NA,NA
"14673","Chir07Ox-b30520.23",3.164274e-75,1.411478,0.907,0.343,6.220962e-71,"16","Chir07Ox-b30520.2",NA,NA,NA,NA,NA,NA,NA,NA
"14674","Chir02Ox-b26280.22",5.010543e-75,0.8253574,0.616,0.135,9.850727e-71,"16","Chir02Ox-b26280.2",NA,NA,NA,NA,NA,NA,NA,NA
"14675","Chir02Ox-b18680.2",2.030226e-74,0.6655543,0.583,0.127,3.991423e-70,"16","Chir02Ox-b18680.2",4662,"AT1G72125",2294,2295,NA,NA,"NPF5.13","cell differentiation, developmental growth, dipeptide transmembrane transporter activity, root development, tissue development, tripeptide transmembrane transporter activity"
"14676","Chir05Ox-b20940.2",7.502695e-74,1.027341,0.781,0.27,1.47503e-69,"16","Chir05Ox-b20940.2",11957,"AT3G55390",1351,1273,NA,NA,"CASPL4C1","4 iron, 4 sulfur cluster binding, response to abscisic acid, response to water deprivation"
"14677","Chir08Ox-b19970.2",1.42147e-73,0.7359091,0.384,0.054,2.794611e-69,"16","Chir08Ox-b19970.2",19655,"AT5G57800",3976,3933,NA,NA,"FLP1","aldehyde oxygenase (deformylating) activity, alkane biosynthetic process, C-4 methylsterol oxidase activity, cuticle hydrocarbon biosynthetic process, endoplasmic reticulum membrane, iron ion binding, membrane, octadecanal decarbonylase activity, oxidoreductase activity, plasma membrane, pollen sperm cell differentiation, sterol biosynthetic process, wax biosynthetic process"
"14678","Chir07Ox-b26220.23",2.2195e-73,2.485991,0.901,0.302,4.363537e-69,"16","Chir07Ox-b26220.2",NA,NA,NA,NA,NA,NA,NA,NA
"14679","Chir07Ox-b35310.23",6.161354e-73,1.883301,0.934,0.45,1.211322e-68,"16","Chir07Ox-b35310.2",NA,NA,NA,NA,NA,NA,NA,NA
"14680","Chir03Ox-b25030.2",2.376961e-72,0.5341583,0.47,0.082,4.673106e-68,"16","Chir03Ox-b25030.2",7519,"AT3G24630",3087,3054,NA,NA,"TRM34","anatomical structure maturation, molecular_function, nucleus"
"14681","Chir03Ox-b18860.22",6.935442e-72,1.426092,0.907,0.433,1.363508e-67,"16","Chir03Ox-b18860.2",NA,NA,NA,NA,NA,NA,NA,NA
"14682","Chir04Ox-b16680.21",9.605987e-72,1.696742,0.96,0.639,1.888537e-67,"16","Chir04Ox-b16680.2",NA,NA,NA,NA,NA,NA,NA,NA
"14683","Chir08Ox-b03180.21",1.065251e-71,0.624261,0.238,0.022,2.094283e-67,"16","Chir08Ox-b03180.2",NA,NA,NA,NA,NA,NA,NA,NA
"14684","Chir06Ox-b06520.21",1.823783e-71,0.5477602,0.49,0.085,3.585557e-67,"16","Chir06Ox-b06520.2",NA,NA,NA,NA,NA,NA,NA,NA
"14685","Chir01Ox-b40390.23",4.648023e-71,0.8646025,0.656,0.153,9.138014e-67,"16","Chir01Ox-b40390.2",NA,NA,NA,NA,NA,NA,NA,NA
"14686","Chir08Ox-b14990.21",2.164595e-70,0.5133816,0.49,0.084,4.255594e-66,"16","Chir08Ox-b14990.2",NA,NA,NA,NA,NA,NA,NA,NA
"14687","Chir01Ox-b00640.23",3.968119e-70,0.6840791,0.675,0.159,7.801322e-66,"16","Chir01Ox-b00640.2",NA,NA,NA,NA,NA,NA,NA,NA
"14688","Chir05Ox-b02670.21",1.247819e-69,0.9664905,0.364,0.051,2.453212e-65,"16","Chir05Ox-b02670.2",NA,NA,NA,NA,NA,NA,NA,NA
"14689","Chir02Ox-b06050.22",1.307886e-69,0.905219,0.57,0.123,2.571304e-65,"16","Chir02Ox-b06050.2",NA,NA,NA,NA,NA,NA,NA,NA
"14690","Chir08Ox-b07590.22",3.445317e-69,0.3270582,0.351,0.046,6.773494e-65,"16","Chir08Ox-b07590.2",NA,NA,NA,NA,NA,NA,NA,NA
"14691","Chir05Ox-b04970.22",1.485634e-68,0.580567,0.219,0.019,2.920756e-64,"16","Chir05Ox-b04970.2",NA,NA,NA,NA,NA,NA,NA,NA
"14692","Chir02Ox-b22630.2",9.893481e-67,0.8008801,0.695,0.204,1.945058e-62,"16","Chir02Ox-b22630.2",4974,"AT1G75700",1382,1617,NA,NA,"HVA22G","chloroplast, molecular_function, protein-containing complex assembly, response to light stimulus, secondary metabolic process"
"14693","Chir01Ox-b41780.24",1.676242e-66,1.850297,0.974,0.82,3.295493e-62,"16","Chir01Ox-b41780.2",NA,NA,NA,NA,NA,NA,NA,NA
"14694","Chir04Ox-b24280.22",5.256777e-66,0.967853,0.762,0.222,1.033482e-61,"16","Chir04Ox-b24280.2",NA,NA,NA,NA,NA,NA,NA,NA
"14695","Chir07Ox-b18410.23",6.537782e-66,0.9144833,0.815,0.223,1.285328e-61,"16","Chir07Ox-b18410.2",NA,NA,NA,NA,NA,NA,NA,NA
"14696","Chir06Ox-b13370.2",7.760713e-66,0.4445911,0.47,0.086,1.525756e-61,"16","Chir06Ox-b13370.2",13393,"AT5G26731",811,1039,NA,NA,NA,"biological_process, mitochondrion, molecular_function"
"14697","Chir01Ox-b10080.23",1.539586e-65,1.581446,0.894,0.354,3.026825e-61,"16","Chir01Ox-b10080.2",NA,NA,NA,NA,NA,NA,NA,NA
"14698","Chir02Ox-b08430.23",1.732614e-65,2.906243,0.934,0.366,3.406319e-61,"16","Chir02Ox-b08430.2",NA,NA,NA,NA,NA,NA,NA,NA
"14699","Chir04Ox-b14340.2",2.59319e-65,0.7998934,0.371,0.057,5.098211e-61,"16","Chir04Ox-b14340.2",9102,"AT2G32430",3559,3206,NA,NA,"T32F6.5","chemical homeostasis, galactosyltransferase activity, glycosyltransferase activity, Golgi apparatus, Golgi membrane, lipid biosynthetic process, protein glycosylation, UDP-glycosyltransferase activity"
"14700","Chir06Ox-b11570.2",8.91839e-65,0.3427624,0.132,0.008,1.753355e-60,"16","Chir06Ox-b11570.2",NA,NA,NA,NA,NA,NA,NA,NA
"14701","Chir02Ox-b16340.22",9.264121e-65,0.3501019,0.364,0.053,1.821326e-60,"16","Chir02Ox-b16340.2",NA,NA,NA,NA,NA,NA,NA,NA
"14702","Chir07Ox-b15850.22",1.281234e-64,1.004401,0.53,0.11,2.518906e-60,"16","Chir07Ox-b15850.2",NA,NA,NA,NA,NA,NA,NA,NA
"14703","Chir02Ox-b16060.2",1.648622e-64,0.3468401,0.358,0.051,3.24119e-60,"16","Chir02Ox-b16060.2",4456,"AT1G69610",2624,2855,NA,NA,"F24J1.24","molecular_function, nucleus, plasmodesma, signal transduction, small molecule metabolic process"
"14704","Chir05Ox-b04050.21",6.595938e-63,1.276612,0.901,0.517,1.296761e-58,"16","Chir05Ox-b04050.2",NA,NA,NA,NA,NA,NA,NA,NA
"14705","Chir04Ox-b28870.23",1.929893e-62,1.236768,0.636,0.182,3.79417e-58,"16","Chir04Ox-b28870.2",NA,NA,NA,NA,NA,NA,NA,NA
"14706","Chir01Ox-b11810.26",7.778055e-62,1.194816,0.993,0.911,1.529166e-57,"16","Chir01Ox-b11810.2",NA,NA,NA,NA,NA,NA,NA,NA
"14707","Chir01Ox-b28460.2",8.515837e-62,0.3311177,0.146,0.01,1.674214e-57,"16","Chir01Ox-b28460.2",2387,"AT1G30100",2077,2055,NA,NA,"ATNCED5","9-cis-epoxycarotenoid dioxygenase activity, abscisic acid biosynthetic process, carotene catabolic process, carotenoid dioxygenase activity, chloroplast, chloroplast stroma, response to water deprivation, seed dormancy process, thylakoid"
"14708","Chir04Ox-b17970.22",2.588487e-61,0.7240337,0.603,0.151,5.088965e-57,"16","Chir04Ox-b17970.2",NA,NA,NA,NA,NA,NA,NA,NA
"14709","Chir07Ox-b18200.23",2.677985e-61,1.586541,0.901,0.432,5.264919e-57,"16","Chir07Ox-b18200.2",NA,NA,NA,NA,NA,NA,NA,NA
"14710","Chir01Ox-b31270.2",3.861986e-61,0.7862264,0.589,0.154,7.592664e-57,"16","Chir01Ox-b31270.2",2590,"AT1G32540",2410,2564,"Yes","LSD","AT1G32540.1","defense response to other organism, DNA binding, extracellular region, positive regulation of plant-type hypersensitive response, positive regulation of programmed cell death, regulation of removal of superoxide radicals"
"14711","Chir04Ox-b04250.23",6.002435e-61,0.8272254,0.927,0.258,1.180079e-56,"16","Chir04Ox-b04250.2",NA,NA,NA,NA,NA,NA,NA,NA
"14712","Chir04Ox-b09280.22",6.952807e-61,0.5170745,0.411,0.072,1.366922e-56,"16","Chir04Ox-b09280.2",NA,NA,NA,NA,NA,NA,NA,NA
"14713","Chir08Ox-b27800.22",1.203648e-60,0.9180862,0.444,0.082,2.366373e-56,"16","Chir08Ox-b27800.2",NA,NA,NA,NA,NA,NA,NA,NA
"14714","Chir08Ox-b27000.2",1.933118e-60,0.2945834,0.305,0.041,3.800511e-56,"16","Chir08Ox-b27000.2",20250,"AT5G64410",5207,4656,NA,NA,"ATOPT4","membrane, oligopeptide transmembrane transporter activity, oligopeptide transport"
"14715","Chir03Ox-b18320.23",5.341078e-60,1.260432,0.861,0.41,1.050056e-55,"16","Chir03Ox-b18320.2",NA,NA,NA,NA,NA,NA,NA,NA
"14716","Chir06Ox-b25730.23",5.89587e-60,1.038776,0.709,0.216,1.159128e-55,"16","Chir06Ox-b25730.2",NA,NA,NA,NA,NA,NA,NA,NA
"14717","Chir04Ox-b23950.2",7.647593e-60,0.9412592,0.669,0.219,1.503517e-55,"16","Chir04Ox-b23950.2",9901,"AT2G41200",1832,1725,NA,NA,"T3K9.3","biological_process, cellular_component, molecular_function"
"14718","Chir07Ox-b08600.21",1.025936e-59,0.708227,0.192,0.017,2.016989e-55,"16","Chir07Ox-b08600.2",NA,NA,NA,NA,NA,NA,NA,NA
"14719","Chir08Ox-b29340.2",1.922476e-59,0.2694564,0.179,0.015,3.779587e-55,"16","Chir08Ox-b29340.2",20456,"AT5G67020",1484,1513,NA,NA,"K8A10.9","defense response to other organism, molecular_function, nucleus, response to fungus, response to wounding"
"14720","Chir06Ox-b30860.2",3.868024e-59,0.2898861,0.185,0.016,7.604534e-55,"16","Chir06Ox-b30860.2",14837,"AT5G08150",1148,926,NA,NA,"SOB5","cytokinin metabolic process, cytokinin-activated signaling pathway, cytoplasm, molecular_function, nucleus, plasma membrane"
"14721","Chir01Ox-b14510.2",4.275551e-59,0.848325,0.596,0.166,8.405733e-55,"16","Chir01Ox-b14510.2",1212,"AT1G14460",4433,4646,NA,NA,"F14L17.24","DNA binding, DNA clamp loader activity, DNA polymerase III complex, DNA repair, DNA replication factor C complex, DNA-directed DNA polymerase activity, DNA-templated DNA replication, nucleus, plasma membrane"
"14722","Chir02Ox-b04690.2",1.308493e-58,0.6573907,0.583,0.16,2.572498e-54,"16","Chir02Ox-b04690.2",3777,"AT1G61350",2229,2327,NA,NA,"T1F9.16","anatomical structure maturation, cell differentiation, cellular_component, developmental growth, molecular_function, monocarboxylic acid biosynthetic process, root morphogenesis, tissue development"
"14723","Chir08Ox-b13370.23",1.384602e-58,1.963556,0.828,0.289,2.722128e-54,"16","Chir08Ox-b13370.2",NA,NA,NA,NA,NA,NA,NA,NA
"14724","Chir01Ox-b12730.21",1.665345e-58,0.5577921,0.464,0.092,3.274068e-54,"16","Chir01Ox-b12730.2",NA,NA,NA,NA,NA,NA,NA,NA
"14725","Chir07Ox-b14810.26",1.813826e-58,1.908534,0.96,0.562,3.565982e-54,"16","Chir07Ox-b14810.2",NA,NA,NA,NA,NA,NA,NA,NA
"14726","Chir04Ox-b00790.2",2.067335e-58,0.4502628,0.325,0.048,4.064381e-54,"16","Chir04Ox-b00790.2",8237,"AT2G21590",3922,4185,NA,NA,"APL4","chloroplast, glucose-1-phosphate adenylyltransferase activity, glucose-1-phosphate adenylyltransferase complex, glycogen biosynthetic process, starch biosynthetic process"
"14727","Chir04Ox-b22870.22",3.085595e-58,1.806449,0.318,0.046,6.06628e-54,"16","Chir04Ox-b22870.2",NA,NA,NA,NA,NA,NA,NA,NA
"14728","Chir07Ox-b05240.2",8.601106e-58,0.6892122,0.576,0.154,1.690978e-53,"16","Chir07Ox-b05240.2",15752,"AT5G37790",3550,3118,NA,NA,"K22F20.5","ATP binding, developmental growth, meristem development, nucleus, phosphorylation, plant-type cell wall organization or biogenesis, plasma membrane, protein kinase activity, protein phosphorylation"
"14729","Chir01Ox-b19660.25",1.024714e-57,1.458488,0.987,0.812,2.014589e-53,"16","Chir01Ox-b19660.2",NA,NA,NA,NA,NA,NA,NA,NA
"14730","Chir02Ox-b25630.23",2.212049e-57,1.088794,0.689,0.199,4.348889e-53,"16","Chir02Ox-b25630.2",NA,NA,NA,NA,NA,NA,NA,NA
"14731","Chir04Ox-b30970.2",3.963906e-57,0.2706897,0.258,0.031,7.79304e-53,"16","Chir04Ox-b30970.2",10495,"AT2G48030",2844,2790,NA,NA,"T9J23.18","anatomical structure maturation, catalytic activity, cell differentiation, cellular catabolic process, cellular response to oxygen-containing compound, developmental growth, endoplasmic reticulum, GPI anchor biosynthetic process, hormone-mediated signaling pathway, nucleus, plant epidermis development, protein catabolic process, root morphogenesis"
"14732","Chir03Ox-b04110.21",9.874576e-57,1.153378,0.795,0.387,1.941342e-52,"16","Chir03Ox-b04110.2",NA,NA,NA,NA,NA,NA,NA,NA
"14733","Chir04Ox-b19690.22",1.139136e-56,1.244089,0.722,0.22,2.239541e-52,"16","Chir04Ox-b19690.2",NA,NA,NA,NA,NA,NA,NA,NA
"14734","Chir03Ox-b08940.2",1.194624e-56,0.6803415,0.616,0.178,2.348631e-52,"16","Chir03Ox-b08940.2",6197,"AT3G09730",2734,2734,NA,NA,"F11F8.32","asymmetric cell division, cell division, cellular lipid metabolic process, cytoplasm, lipid biosynthetic process, molecular_function, monocarboxylic acid biosynthetic process, negative regulation of cellular biosynthetic process, positive regulation of cellular process"
"14735","Chir06Ox-b11980.2",1.583474e-56,4.820293,0.311,0.047,3.113111e-52,"16","Chir06Ox-b11980.2",NA,NA,NA,NA,NA,NA,NA,NA
"14736","Chir05Ox-b12670.24",3.525804e-56,1.411031,0.801,0.342,6.93173e-52,"16","Chir05Ox-b12670.2",NA,NA,NA,NA,NA,NA,NA,NA
"14737","Chir07Ox-b00350.23",4.252975e-56,1.187404,0.583,0.146,8.36135e-52,"16","Chir07Ox-b00350.2",NA,NA,NA,NA,NA,NA,NA,NA
"14738","Chir08Ox-b19830.2",2.038473e-55,1.045894,0.907,0.572,4.007638e-51,"16","Chir08Ox-b19830.2",19641,"AT5G57655",3060,3390,NA,NA,"AT5G57655.1","amino acid metabolic process, aromatic compound catabolic process, cytoplasm, D-xylose catabolic process, endoplasmic reticulum, Golgi apparatus, monocarboxylic acid metabolic process, organic cyclic compound catabolic process, organonitrogen compound catabolic process, plant-type vacuole, plastid, response to light intensity, secretory vesicle, xylose isomerase activity"
"14739","Chir01Ox-b17290.23",3.362724e-55,0.6006061,0.854,0.233,6.611116e-51,"16","Chir01Ox-b17290.2",NA,NA,NA,NA,NA,NA,NA,NA
"14740","Chir06Ox-b19830.23",5.345403e-55,1.333945,0.881,0.519,1.050906e-50,"16","Chir06Ox-b19830.2",NA,NA,NA,NA,NA,NA,NA,NA
"14741","Chir01Ox-b14480.23",1.274862e-54,1.225399,0.728,0.25,2.506379e-50,"16","Chir01Ox-b14480.2",NA,NA,NA,NA,NA,NA,NA,NA
"14742","Chir08Ox-b21640.2",1.834089e-54,1.477707,0.113,0.007,3.605818e-50,"16","Chir08Ox-b21640.2",NA,NA,NA,NA,NA,NA,NA,NA
"14743","Chir08Ox-b29460.25",2.417745e-54,1.091357,0.834,0.348,4.753286e-50,"16","Chir08Ox-b29460.2",NA,NA,NA,NA,NA,NA,NA,NA
"14744","Chir01Ox-b05070.2",2.614667e-54,0.2949193,0.318,0.048,5.140435e-50,"16","Chir01Ox-b05070.2",433,"AT1G05810",1295,1267,NA,NA,"ARA","chloroplast, endomembrane system, GTP binding, GTPase activity, intracellular protein transport, nucleus"
"14745","Chir08Ox-b01740.24",2.739747e-54,1.549779,0.993,0.971,5.386342e-50,"16","Chir08Ox-b01740.2",NA,NA,NA,NA,NA,NA,NA,NA
"14746","Chir04Ox-b12780.2",2.835472e-54,0.7714165,0.623,0.187,5.574539e-50,"16","Chir04Ox-b12780.2",8974,"AT2G30990",2903,3051,NA,NA,"F7F1.20","cell differentiation, cell wall organization or biogenesis, defense response to other organism, developmental growth, molecular_function, nucleus, plant epidermis development, root morphogenesis, signal transduction"
"14747","Chir01Ox-b38370.23",4.555628e-54,0.7547761,0.788,0.226,8.956364e-50,"16","Chir01Ox-b38370.2",NA,NA,NA,NA,NA,NA,NA,NA
"14748","Chir07Ox-b22660.21",6.664414e-54,1.227187,0.788,0.353,1.310224e-49,"16","Chir07Ox-b22660.2",NA,NA,NA,NA,NA,NA,NA,NA
"14749","Chir06Ox-b26890.24",7.403161e-54,1.477261,0.967,0.787,1.455462e-49,"16","Chir06Ox-b26890.2",NA,NA,NA,NA,NA,NA,NA,NA
"14750","Chir02Ox-b26240.2",1.881216e-53,1.014749,0.629,0.21,3.698471e-49,"16","Chir02Ox-b26240.2",5267,"AT1G79060",2087,2038,NA,NA,"YUP8H12R.32","carbohydrate derivative metabolic process, cell differentiation, cell wall organization or biogenesis, cytokinesis, developmental growth, meiotic cell cycle process, molecular_function, nucleus, response to blue light, response to light intensity, small molecule metabolic process, tissue development"
"14751","Chir04Ox-b09230.22",2.233456e-53,1.138175,0.861,0.463,4.390974e-49,"16","Chir04Ox-b09230.2",NA,NA,NA,NA,NA,NA,NA,NA
"14752","Chir06Ox-b05400.2",2.440306e-53,0.2991659,0.225,0.026,4.797642e-49,"16","Chir06Ox-b05400.2",12966,"AT5G43860",1793,1912,NA,NA,"ATCLH2","chlorophyll catabolic process, chlorophyllase activity, chloroplast, pheophytinase b activity"
"14753","Chir02Ox-b03290.23",2.570877e-53,1.698808,0.53,0.128,5.054344e-49,"16","Chir02Ox-b03290.2",NA,NA,NA,NA,NA,NA,NA,NA
"14754","Chir07Ox-b37240.2",4.845698e-53,0.9878151,0.172,0.015,9.526641e-49,"16","Chir07Ox-b37240.2",18244,"AT4G38420",3169,2768,NA,NA,"sks9","copper ion binding, extracellular region, oxidoreductase activity, plant-type cell wall, plasmodesma, response to bacterium, response to light stimulus"
"14755","Chir03Ox-b24320.21",4.889848e-53,0.5554227,0.563,0.145,9.61344e-49,"16","Chir03Ox-b24320.2",NA,NA,NA,NA,NA,NA,NA,NA
"14756","Chir06Ox-b02610.23",5.746877e-53,0.7807759,0.881,0.263,1.129836e-48,"16","Chir06Ox-b02610.2",NA,NA,NA,NA,NA,NA,NA,NA
"14757","Chir03Ox-b25680.22",5.892979e-53,1.184512,0.974,0.848,1.15856e-48,"16","Chir03Ox-b25680.2",NA,NA,NA,NA,NA,NA,NA,NA
"14758","Chir03Ox-b12090.23",6.050075e-53,1.168553,0.742,0.263,1.189445e-48,"16","Chir03Ox-b12090.2",NA,NA,NA,NA,NA,NA,NA,NA
"14759","Chir06Ox-b36920.23",1.096341e-52,1.50732,0.609,0.169,2.155406e-48,"16","Chir06Ox-b36920.2",NA,NA,NA,NA,NA,NA,NA,NA
"14760","Chir07Ox-b30800.2",4.580873e-52,0.4878066,0.351,0.062,9.005997e-48,"16","Chir07Ox-b30800.2",17678,"AT4G33490",2147,2234,NA,NA,"F17M5.250","aspartic-type endopeptidase activity, biological_process, extracellular region"
"14761","Chir07Ox-b12280.22",5.275452e-52,1.049211,0.927,0.652,1.037154e-47,"16","Chir07Ox-b12280.2",NA,NA,NA,NA,NA,NA,NA,NA
"14762","Chir02Ox-b19380.2",6.660952e-52,0.5068915,0.55,0.145,1.309543e-47,"16","Chir02Ox-b19380.2",4715,"AT1G72690",1281,812,NA,NA,"F28P22.12","cellular catabolic process, molecular_function, monocarboxylic acid metabolic process, nucleus, protein catabolic process"
"14763","Chir05Ox-b21010.24",1.340592e-51,0.9017023,1,0.999,2.635603e-47,"16","Chir05Ox-b21010.2",NA,NA,NA,NA,NA,NA,NA,NA
"14764","Chir02Ox-b01960.24",2.863976e-51,0.687383,0.43,0.089,5.630577e-47,"16","Chir02Ox-b01960.2",NA,NA,NA,NA,NA,NA,NA,NA
"14765","Chir05Ox-b13360.22",4.063957e-51,0.4711003,0.424,0.084,7.989739e-47,"16","Chir05Ox-b13360.2",NA,NA,NA,NA,NA,NA,NA,NA
"14766","Chir06Ox-b25980.24",7.777099e-51,0.9371556,0.854,0.424,1.528978e-46,"16","Chir06Ox-b25980.2",NA,NA,NA,NA,NA,NA,NA,NA
"14767","Chir07Ox-b01780.22",1.447323e-50,1.247327,0.351,0.063,2.845437e-46,"16","Chir07Ox-b01780.2",NA,NA,NA,NA,NA,NA,NA,NA
"14768","Chir02Ox-b26840.2",1.756797e-50,0.4197493,0.364,0.067,3.453863e-46,"16","Chir02Ox-b26840.2",5314,"AT1G79640",5312,5327,NA,NA,"F20B17.7","cell differentiation, cell division, cytoplasm, developmental growth, meiotic cell cycle process, phosphorylation, protein kinase activity, protein phosphorylation, response to light stimulus, tissue development"
"14769","Chir03Ox-b14230.2",2.3731e-50,0.4704745,0.252,0.033,4.665515e-46,"16","Chir03Ox-b14230.2",NA,NA,NA,NA,NA,NA,NA,NA
"14770","Chir03Ox-b14240.23",2.038976e-49,1.04247,0.748,0.302,4.008627e-45,"16","Chir03Ox-b14240.2",NA,NA,NA,NA,NA,NA,NA,NA
"14771","Chir05Ox-b14960.23",2.138592e-49,0.7419641,0.563,0.159,4.204471e-45,"16","Chir05Ox-b14960.2",NA,NA,NA,NA,NA,NA,NA,NA
"14772","Chir05Ox-b26380.21",6.557121e-49,0.8142768,0.232,0.029,1.28913e-44,"16","Chir05Ox-b26380.2",NA,NA,NA,NA,NA,NA,NA,NA
"14773","Chir06Ox-b11500.2",8.279487e-49,3.996165,0.278,0.042,1.627747e-44,"16","Chir06Ox-b11500.2",NA,NA,NA,NA,NA,NA,NA,NA
"14774","Chir02Ox-b15950.25",9.725802e-49,0.9966974,0.967,0.85,1.912093e-44,"16","Chir02Ox-b15950.2",NA,NA,NA,NA,NA,NA,NA,NA
"14775","Chir03Ox-b06160.21",4.208061e-48,1.146266,0.874,0.592,8.273049e-44,"16","Chir03Ox-b06160.2",NA,NA,NA,NA,NA,NA,NA,NA
"14776","Chir01Ox-b02560.2",3.127182e-47,0.5472163,0.238,0.032,6.148039e-43,"16","Chir01Ox-b02560.2",218,"AT1G03440",2117,2146,NA,NA,"F21B7.6","defense response, mitochondrion, molecular_function, signal transduction"
"14777","Chir05Ox-b12890.22",3.659373e-47,1.067337,0.828,0.47,7.194328e-43,"16","Chir05Ox-b12890.2",NA,NA,NA,NA,NA,NA,NA,NA
"14778","Chir08Ox-b24290.22",7.283355e-47,0.9724508,0.887,0.541,1.431908e-42,"16","Chir08Ox-b24290.2",NA,NA,NA,NA,NA,NA,NA,NA
"14779","Chir04Ox-b30180.23",1.374102e-46,0.3338856,0.887,0.269,2.701484e-42,"16","Chir04Ox-b30180.2",NA,NA,NA,NA,NA,NA,NA,NA
"14780","Chir01Ox-b01500.2",1.980325e-46,0.3184156,0.152,0.014,3.89332e-42,"16","Chir01Ox-b01500.2",130,"AT1G02390",2644,2723,NA,NA,"ATGPAT2","CDP-diacylglycerol biosynthetic process, cutin biosynthetic process, glycerol-3-phosphate 2-O-acyltransferase activity, glycerol-3-phosphate O-acyltransferase activity, membrane, mitochondrion, phosphatase activity, sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity"
"14781","Chir03Ox-b23910.24",2.433605e-46,1.745188,0.834,0.383,4.784467e-42,"16","Chir03Ox-b23910.2",NA,NA,NA,NA,NA,NA,NA,NA
"14782","Chir03Ox-b22140.21",5.702221e-46,0.7189795,0.623,0.207,1.121057e-41,"16","Chir03Ox-b22140.2",NA,NA,NA,NA,NA,NA,NA,NA
"14783","Chir08Ox-b00500.22",6.159599e-46,0.7099748,0.523,0.143,1.210977e-41,"16","Chir08Ox-b00500.2",NA,NA,NA,NA,NA,NA,NA,NA
"14784","Chir04Ox-b00520.21",7.094919e-46,0.6953108,0.636,0.224,1.394861e-41,"16","Chir04Ox-b00520.2",NA,NA,NA,NA,NA,NA,NA,NA
"14785","Chir03Ox-b33510.2",1.578373e-45,0.5968072,0.563,0.173,3.103082e-41,"16","Chir03Ox-b33510.2",8019,"AT2G18876",3182,2977,NA,NA,NA,"microtubule associated complex, mitochondrion, molecular_function, oxoacid metabolic process, tissue development"
"14786","Chir08Ox-b30230.2",2.176146e-45,0.3042223,0.192,0.022,4.278303e-41,"16","Chir08Ox-b30230.2",NA,NA,NA,NA,NA,NA,NA,NA
"14787","Chir01Ox-b07730.24",2.782234e-45,1.108364,0.98,0.847,5.469871e-41,"16","Chir01Ox-b07730.2",NA,NA,NA,NA,NA,NA,NA,NA
"14788","Chir01Ox-b10400.25",5.024135e-45,1.232838,0.901,0.546,9.87745e-41,"16","Chir01Ox-b10400.2",NA,NA,NA,NA,NA,NA,NA,NA
"14789","Chir01Ox-b09970.2",7.045145e-45,0.6238573,0.503,0.142,1.385075e-40,"16","Chir01Ox-b09970.2",839,"AT1G10280",2690,2632,NA,NA,"AT1G10280.1","cellular catabolic process, glycosyltransferase activity, hormone-mediated signaling pathway, mitochondrion, organonitrogen compound catabolic process, regulation of signal transduction, response to lipid, response to osmotic stress, response to water deprivation, small molecule metabolic process"
"14790","Chir03Ox-b15500.25",7.060088e-45,1.132255,0.987,0.828,1.388013e-40,"16","Chir03Ox-b15500.2",NA,NA,NA,NA,NA,NA,NA,NA
"14791","Chir04Ox-b25580.23",8.880032e-45,1.835427,0.795,0.336,1.745814e-40,"16","Chir04Ox-b25580.2",NA,NA,NA,NA,NA,NA,NA,NA
"14792","Chir08Ox-b07000.23",1.816983e-44,0.8598797,1,0.978,3.572188e-40,"16","Chir08Ox-b07000.2",NA,NA,NA,NA,NA,NA,NA,NA
"14793","Chir02Ox-b12310.25",6.124029e-44,1.004024,0.901,0.592,1.203984e-39,"16","Chir02Ox-b12310.2",NA,NA,NA,NA,NA,NA,NA,NA
"14794","Chir07Ox-b18390.2",6.452051e-44,0.5440916,0.371,0.079,1.268473e-39,"16","Chir07Ox-b18390.2",16657,"AT4G21740",1209,1085,NA,NA,"F17L22.200","defense response to other organism, developmental growth, mitochondrion, molecular_function, response to auxin, response to chitin"
"14795","Chir06Ox-b28370.21",8.341204e-44,0.2882423,0.344,0.064,1.639881e-39,"16","Chir06Ox-b28370.2",NA,NA,NA,NA,NA,NA,NA,NA
"14796","Chir05Ox-b27990.25",9.208224e-44,0.8021404,1,0.946,1.810337e-39,"16","Chir05Ox-b27990.2",NA,NA,NA,NA,NA,NA,NA,NA
